Ventana,Feature,bin,limite_inferior,limite_superior,n_referencia,n_produccion,E_i,A_i,contribucion_psi
W4,laplacian_variance,4,941.0833584314213,1471.8402160900182,50,24,0.1,0.048,0.03816639710417043
W4,laplacian_variance,5,1471.8402160900182,2807.4839777624,50,53,0.1,0.106,0.0003496134487438532
W4,laplacian_variance,6,2807.4839777624,4128.062977877818,50,48,0.1,0.096,0.0001632879780810208
W4,laplacian_variance,7,4128.062977877818,5288.404773068172,50,28,0.1,0.056,0.02551201379112946
W4,laplacian_variance,8,5288.404773068172,6669.093239500513,50,12,0.1,0.024,0.1084608430286511
W4,laplacian_variance,9,6669.093239500513,8871.38182853125,50,4,0.1,0.008,0.23236703527635952
W4,laplacian_variance,10,8871.38182853125,inf,50,13,0.1,0.026,0.09968344994952912
W4,entropy,1,-inf,6.478596926649331,50,122,0.1,0.24399951200097603,0.12844699436702736
W4,entropy,2,6.478596926649331,6.647863148634827,50,77,0.1,0.15399969200061603,0.02331600949898478
W4,entropy,3,6.647863148634827,6.815665708316279,50,99,0.1,0.19799960400079203,0.06694302427641002
W4,entropy,4,6.815665708316279,6.9636764993361275,50,76,0.1,0.15199969600060803,0.02177270612565042
W4,entropy,5,6.9636764993361275,7.082741178089535,50,53,0.1,0.10599978800042402,0.00034958909619603923
W4,entropy,6,7.082741178089535,7.204038240929146,50,45,0.1,0.08999982000036001,0.0010536441217731487
W4,entropy,7,7.204038240929146,7.322194810521079,50,27,0.1,0.05399989200021601,0.028344720961589534
W4,entropy,8,7.322194810521079,7.4163972300084025,50,0,0.1,9.99998000004e-07,1.1512812335923839
W4,entropy,9,7.4163972300084025,7.491098481174179,50,1,0.1,0.0019999960000080005,0.38337846617983107
W4,entropy,10,7.491098481174179,inf,50,0,0.1,9.99998000004e-07,1.1512812335923839
W4,edge_density,1,-inf,0.0248321533203125,50,0,0.1,9.99997000009e-07,1.1512813336026466
W4,edge_density,2,0.0248321533203125,0.03843994140625,50,0,0.1,9.99997000009e-07,1.1512813336026466
W4,edge_density,3,0.03843994140625,0.05293121337890626,50,0,0.1,9.99997000009e-07,1.1512813336026466
W4,edge_density,4,0.05293121337890626,0.0748382568359375,50,20,0.1,0.03999988000036,0.05497773386709728
W4,edge_density,5,0.0748382568359375,0.11093902587890625,50,136,0.1,0.271999184002448,0.17210735090301696
W4,edge_density,6,0.11093902587890625,0.1479553222656251,50,92,0.1,0.183999448001656,0.05121971942860333
W4,edge_density,7,0.1479553222656251,0.18216094970703126,50,43,0.1,0.085999742000774,0.0021116013691839844
W4,edge_density,8,0.18216094970703126,0.2112274169921875,50,14,0.1,0.027999916000252,0.09165385158725188
W4,edge_density,9,0.2112274169921875,0.24646148681640626,50,65,0.1,0.12999961000117,0.007870735613573548
W4,edge_density,10,0.24646148681640626,inf,50,130,0.1,0.25999922000234,0.15288060591075855
